Time(S);YoungBefore(KB);YoungAfter(KB);YoungAllocated(KB);OldBefore(KB);OldAfter(KB);OldAllocated(KB);OldYoungBefore(KB);OldYoungAfter(KB);OldYoungAllocated(KB);PermBefore(KB);PermAfter(KB);PermAllocated(KB);TotalBefore(KB);TotalAfter(KB);TotalAllocated(KB)
738002,545;301056;102528;325632;1397370;1397370;1397760;1698426;1499898;1723392;186677;186677;786432;1885103;1686575;2509824
738077,598;301056;103401;325632;1397370;1397370;1397760;1698426;1500771;1723392;186677;186677;786432;1885103;1687448;2509824
738107,389;301056;103896;325632;1397370;1397370;1397760;1698426;1501266;1723392;186690;186690;786432;1885116;1687956;2509824
738184,315;301056;105298;325632;1397370;1397370;1397760;1698426;1502668;1723392;186690;186690;786432;1885116;1689358;2509824
738218,362;300999;105302;325632;1397719;1397434;1397760;1698718;1502736;1723392;186693;186693;786432;1885411;1689429;2509824
738229,967;301056;105242;325632;1397433;1397370;1397760;1698489;1502612;1723392;186693;186693;786432;1885182;1689305;2509824
738257,677;301056;104716;325632;1397370;1397370;1397760;1698426;1502086;1723392;186693;186693;786432;1885119;1688779;2509824
738266,321;301056;106353;325632;1397370;1397370;1397760;1698426;1503723;1723392;186693;186693;786432;1885119;1690416;2509824
738314,527;301056;105939;325632;1397370;1397370;1397760;1698426;1503309;1723392;186693;186693;786432;1885119;1690002;2509824
738338,002;301056;110250;325632;1397370;1397370;1397760;1698426;1507620;1723392;186729;186729;786432;1885155;1694349;2509824
738348,282;301056;108461;325632;1397370;1397370;1397760;1698426;1505831;1723392;186729;186729;786432;1885155;1692560;2509824
738361,219;301056;107674;325632;1397370;1397370;1397760;1698426;1505044;1723392;186729;186729;786432;1885155;1691773;2509824
738372,451;301056;107159;325632;1397370;1397370;1397760;1698426;1504529;1723392;186729;186729;786432;1885155;1691258;2509824
738418,041;301056;108378;325632;1397370;1397370;1397760;1698426;1505748;1723392;186729;186729;786432;1885155;1692477;2509824
738471,070;301056;107985;325632;1397370;1397370;1397760;1698426;1505355;1723392;186729;186729;786432;1885155;1692084;2509824
738514,549;301056;109360;325632;1397370;1397370;1397760;1698426;1506730;1723392;186729;186729;786432;1885155;1693459;2509824
738528,526;301056;109778;325632;1397370;1397370;1397760;1698426;1507148;1723392;186729;186729;786432;1885155;1693877;2509824
738554,110;301056;108380;325632;1397370;1397370;1397760;1698426;1505750;1723392;186729;186729;786432;1885155;1692479;2509824
738597,397;301056;108475;325632;1397370;1397370;1397760;1698426;1505845;1723392;186729;186729;786432;1885155;1692574;2509824
738664,870;301038;107930;325632;1397370;1397370;1397760;1698408;1505300;1723392;186729;186729;786432;1885137;1692029;2509824
738680,705;301056;107803;325632;1397370;1397370;1397760;1698426;1505173;1723392;186729;186729;786432;1885155;1691902;2509824
738705,313;301056;110424;325632;1397370;1397370;1397760;1698426;1507794;1723392;186729;186729;786432;1885155;1694523;2509824
738739,067;301056;112152;325632;1397370;1397370;1397760;1698426;1509522;1723392;186729;186729;786432;1885155;1696251;2509824
738763,032;301056;109279;325632;1397370;1397370;1397760;1698426;1506649;1723392;186729;186729;786432;1885155;1693378;2509824
738787,828;301056;108678;325632;1397370;1397370;1397760;1698426;1506048;1723392;186729;186729;786432;1885155;1692777;2509824
738862,063;301056;109573;325632;1397370;1397370;1397760;1698426;1506943;1723392;186729;186729;786432;1885155;1693672;2509824
738891,590;301056;108830;325632;1397370;1397370;1397760;1698426;1506200;1723392;186729;186729;786432;1885155;1692929;2509824
738919,683;301056;109015;325632;1397370;1397370;1397760;1698426;1506385;1723392;186729;186716;786432;1885155;1693101;2509824
738989,253;301056;109836;325632;1397370;1397370;1397760;1698426;1507206;1723392;186716;186716;786432;1885142;1693922;2509824
739005,850;301056;109201;325632;1397370;1397370;1397760;1698426;1506571;1723392;186716;186716;786432;1885142;1693287;2509824
739032,117;301056;109124;325632;1397370;1397370;1397760;1698426;1506494;1723392;186716;186716;786432;1885142;1693210;2509824
739077,156;301056;109223;325632;1397370;1397370;1397760;1698426;1506593;1723392;186716;186716;786432;1885142;1693309;2509824
739146,163;301056;111425;325632;1397370;1397370;1397760;1698426;1508795;1723392;186716;186716;786432;1885142;1695511;2509824
739155,890;301056;109610;325632;1397370;1397370;1397760;1698426;1506980;1723392;186716;186685;786432;1885142;1693665;2509824
739179,899;301056;109826;325632;1397370;1397370;1397760;1698426;1507196;1723392;186685;186685;786432;1885111;1693881;2509824
739202,901;301056;110087;325632;1397370;1397370;1397760;1698426;1507457;1723392;186685;186685;786432;1885111;1694142;2509824
739219,554;301056;112053;325632;1397370;1397370;1397760;1698426;1509423;1723392;186685;186685;786432;1885111;1696108;2509824
739255,312;301056;112123;325632;1397370;1397370;1397760;1698426;1509493;1723392;186685;186685;786432;1885111;1696178;2509824
739276,840;301056;110808;325632;1397370;1397370;1397760;1698426;1508178;1723392;186685;186685;786432;1885111;1694863;2509824
739293,545;301056;109941;325632;1397370;1397370;1397760;1698426;1507311;1723392;186685;186685;786432;1885111;1693996;2509824
739344,243;301056;110982;325632;1397370;1397370;1397760;1698426;1508352;1723392;186685;186685;786432;1885111;1695037;2509824
739377,629;301056;111506;325632;1397370;1397370;1397760;1698426;1508876;1723392;186685;186685;786432;1885111;1695561;2509824
739398,751;301056;110642;325632;1397370;1397370;1397760;1698426;1508012;1723392;186685;186685;786432;1885111;1694697;2509824
739405,724;301056;110757;325632;1397370;1397370;1397760;1698426;1508127;1723392;186685;186685;786432;1885111;1694812;2509824
739428,533;301056;112670;325632;1397370;1397370;1397760;1698426;1510040;1723392;186685;186685;786432;1885111;1696725;2509824
739464,320;301056;112931;325632;1397370;1397370;1397760;1698426;1510301;1723392;186685;186685;786432;1885111;1696986;2509824
739492,975;301056;111351;325632;1397370;1397370;1397760;1698426;1508721;1723392;186685;186685;786432;1885111;1695406;2509824
739514,666;301056;111656;325632;1397370;1397370;1397760;1698426;1509026;1723392;186685;186685;786432;1885111;1695711;2509824
739762,727;301056;111373;325632;1397370;1397370;1397760;1698426;1508743;1723392;186688;186688;786432;1885114;1695431;2509824
740072,327;301056;112173;325632;1397370;1397370;1397760;1698426;1509543;1723392;186688;186688;786432;1885114;1696231;2509824
740167,929;301056;111288;325632;1397370;1397722;1397760;1698426;1509010;1723392;186688;186444;786432;1885114;1695454;2509824
740226,864;301056;111339;325632;1397722;1397721;1397760;1698778;1509060;1723392;186444;186441;786432;1885222;1695501;2509824
740301,558;301056;111172;325632;1397721;1397722;1397760;1698777;1508894;1723392;186447;186447;786432;1885224;1695341;2509824
740319,836;301056;113251;325632;1397721;1397722;1397760;1698777;1510973;1723392;186488;186488;786432;1885265;1697461;2509824
740330,341;301056;113228;325632;1397721;1397721;1397760;1698777;1510949;1723392;186560;186560;786432;1885337;1697509;2509824
740350,140;300904;112692;325632;1397722;1397722;1397760;1698626;1510414;1723392;186560;186560;786432;1885186;1696974;2509824
740357,689;301056;112047;325632;1397721;1397722;1397760;1698777;1509769;1723392;186560;186560;786432;1885337;1696329;2509824
740407,125;301056;111671;325632;1397721;1397721;1397760;1698777;1509392;1723392;186560;186560;786432;1885337;1695952;2509824
740465,544;301056;111984;325632;1397721;1397722;1397760;1698777;1509706;1723392;186560;186560;786432;1885337;1696266;2509824
740510,488;301056;108161;325632;1397721;1397721;1397760;1698777;1505882;1723392;186668;186668;786432;1885445;1692550;2509824
740535,588;301056;108049;325632;1397721;1397721;1397760;1698777;1505770;1723392;186668;186668;786432;1885445;1692438;2509824
740548,937;301056;106870;325632;1397721;1397721;1397760;1698777;1504591;1723392;186668;186668;786432;1885445;1691259;2509824
740559,539;301056;106823;325632;1397721;1397722;1397760;1698777;1504545;1723392;186668;186668;786432;1885445;1691213;2509824
740647,170;301056;106942;325632;1397721;1397722;1397760;1698777;1504664;1723392;186668;186668;786432;1885445;1691332;2509824
740666,898;301056;107087;325632;1397721;1397721;1397760;1698777;1504808;1723392;186668;186668;786432;1885445;1691476;2509824
740688,319;301056;106514;325632;1397721;1397722;1397760;1698777;1504236;1723392;186668;186668;786432;1885445;1690904;2509824
740725,857;301056;107225;325632;1397721;1397721;1397760;1698777;1504946;1723392;186668;186668;786432;1885445;1691614;2509824
740776,808;301056;105894;325632;1397721;1397722;1397760;1698777;1503616;1723392;186668;186668;786432;1885445;1690284;2509824
741018,946;301056;105414;325632;1397721;1397721;1397760;1698777;1503135;1723392;186668;186668;786432;1885445;1689803;2509824
741188,129;301056;106278;325632;1397721;1397722;1397760;1698777;1504000;1723392;186668;186668;786432;1885445;1690668;2509824
741249,977;301056;105171;325632;1397721;1397716;1397760;1698777;1502887;1723392;186668;186483;786432;1885445;1689370;2509824
741392,694;301056;110275;325632;1397715;1397716;1397760;1698771;1507991;1723392;186660;186608;786432;1885431;1694599;2509824
741434,100;301056;106792;325632;1397715;1397715;1397760;1698771;1504507;1723392;186944;186720;786432;1885715;1691227;2509824
741511,812;301056;108611;325632;1397715;1397715;1397760;1698771;1506326;1723392;186720;186720;786432;1885491;1693046;2509824
741784,480;301056;106470;325632;1397715;1397715;1397760;1698771;1504185;1723392;186723;186607;786432;1885494;1690792;2509824
741819,113;301056;106669;325632;1397715;1397716;1397760;1698771;1504385;1723392;186607;186607;786432;1885378;1690992;2509824
742130,413;301056;108570;325632;1397715;1397716;1397760;1698771;1506286;1723392;186624;186624;786432;1885395;1692910;2509824
742189,036;301056;108085;325632;1397715;1397716;1397760;1698771;1505801;1723392;186624;186621;786432;1885395;1692422;2509824
742239,217;301056;109357;325632;1397715;1397716;1397760;1698771;1507073;1723392;186624;186624;786432;1885395;1693697;2509824
742243,702;301056;111651;325632;1397715;1397716;1397760;1698771;1509367;1723392;186627;186627;786432;1885398;1695994;2509824
742265,618;301056;113481;325632;1397715;1397715;1397760;1698771;1511196;1723392;186631;186631;786432;1885402;1697827;2509824
742289,706;301056;110914;325632;1397715;1397715;1397760;1698771;1508629;1723392;186637;186637;786432;1885408;1695266;2509824
742299,831;301056;112967;325632;1397715;1397715;1397760;1698771;1510682;1723392;186663;186663;786432;1885434;1697345;2509824
742342,766;301056;112928;325632;1397715;1397716;1397760;1698771;1510644;1723392;186706;186706;786432;1885477;1697350;2509824
742370,807;301056;110534;325632;1397715;1397716;1397760;1698771;1508250;1723392;186706;186706;786432;1885477;1694956;2509824
742399,527;301056;110073;325632;1397715;1397716;1397760;1698771;1507789;1723392;186706;186706;786432;1885477;1694495;2509824
742492,489;301056;110385;325632;1397715;1397715;1397760;1698771;1508100;1723392;186723;186671;786432;1885494;1694771;2509824
742531,517;301053;115430;325632;1397715;1397715;1397760;1698768;1513145;1723392;186822;186822;786432;1885590;1699967;2509824
742615,203;301056;112046;325632;1397715;1397716;1397760;1698771;1509762;1723392;186822;186706;786432;1885593;1696468;2509824
742689,208;301056;113958;325632;1397715;1397716;1397760;1698771;1511674;1723392;186709;186709;786432;1885480;1698383;2509824
742806,122;301056;111880;325632;1397715;1397716;1397760;1698771;1509596;1723392;186726;186723;786432;1885497;1696319;2509824
742871,004;301056;115478;325632;1397715;1397715;1397760;1698771;1513193;1723392;186890;186839;786432;1885661;1700032;2509824
742901,242;301056;113641;325632;1397715;1397716;1397760;1698771;1511357;1723392;186839;186651;786432;1885610;1698008;2509824
742953,812;301056;112601;325632;1397715;1397715;1397760;1698771;1510316;1723392;186651;186651;786432;1885422;1696967;2509824
742976,921;301056;116750;325632;1397715;1397716;1397760;1698771;1514466;1723392;186651;186651;786432;1885422;1701117;2509824
742991,361;301056;116225;325632;1397715;1397715;1397760;1698771;1513940;1723392;186651;186651;786432;1885422;1700591;2509824
743005,734;301056;115264;325632;1397715;1397715;1397760;1698771;1512979;1723392;186708;186708;786432;1885479;1699687;2509824
743037,647;301056;117003;325632;1397715;1397715;1397760;1698771;1514718;1723392;186708;186708;786432;1885479;1701426;2509824
743079,761;301056;115093;325632;1397715;1397715;1397760;1698771;1512808;1723392;186708;186708;786432;1885479;1699516;2509824
743116,927;300980;115770;325632;1397715;1397715;1397760;1698695;1513485;1723392;186708;186708;786432;1885403;1700193;2509824
743193,570;301055;115569;325632;1397715;1397716;1397760;1698770;1513285;1723392;186708;186708;786432;1885478;1699993;2509824
743440,022;301056;115808;325632;1397715;1397715;1397760;1698771;1513523;1723392;186708;186708;786432;1885479;1700231;2509824
743701,236;301056;115710;325632;1397715;1397715;1397760;1698771;1513425;1723392;186708;186708;786432;1885479;1700133;2509824
743758,541;301056;118600;325632;1397715;1397715;1397760;1698771;1516315;1723392;186708;186642;786432;1885479;1702957;2509824
744118,246;301056;111318;325632;1397715;1397715;1397760;1698771;1509033;1723392;186642;186642;786432;1885413;1695675;2509824
744138,245;301056;110602;325632;1397715;1397715;1397760;1698771;1508317;1723392;186642;186451;786432;1885413;1694768;2509824
744153,690;301056;110620;325632;1397715;1397715;1397760;1698771;1508335;1723392;186451;186451;786432;1885222;1694786;2509824
744296,692;301056;109629;325632;1397715;1397715;1397760;1698771;1507344;1723392;186463;186463;786432;1885234;1693807;2509824
744393,541;301056;111319;325632;1397714;1397714;1397760;1698770;1509033;1723392;186526;186526;786432;1885296;1695559;2509824
744557,780;301056;110244;325632;1397714;1397715;1397760;1698770;1507959;1723392;186634;186634;786432;1885404;1694593;2509824
744943,972;301056;110707;325632;1397714;1397715;1397760;1698770;1508422;1723392;186634;186631;786432;1885404;1695053;2509824
745019,849;301010;114506;325632;1397715;1397715;1397760;1698725;1512221;1723392;186646;186646;786432;1885371;1698867;2509824
745058,052;301056;111055;325632;1397714;1397714;1397760;1698770;1508769;1723392;186646;186646;786432;1885416;1695415;2509824
745073,128;301056;110929;325632;1397714;1397715;1397760;1698770;1508644;1723392;186646;186646;786432;1885416;1695290;2509824
745115,101;301056;115207;325632;1397714;1397714;1397760;1698770;1512921;1723392;186649;186649;786432;1885419;1699570;2509824
745189,762;301056;114499;325632;1397714;1397715;1397760;1698770;1512214;1723392;186684;186684;786432;1885454;1698898;2509824
745248,422;301056;113950;325632;1397714;1397715;1397760;1698770;1511665;1723392;186685;186685;786432;1885455;1698350;2509824
745274,743;301056;113750;325632;1397714;1397714;1397760;1698770;1511464;1723392;186685;186685;786432;1885455;1698149;2509824
745293,551;301056;112996;325632;1397714;1397714;1397760;1698770;1510710;1723392;186685;186685;786432;1885455;1697395;2509824
745356,749;301056;115158;325632;1397714;1397714;1397760;1698770;1512872;1723392;186685;186685;786432;1885455;1699557;2509824
745546,953;301056;114595;325632;1397714;1397714;1397760;1698770;1512309;1723392;186691;186691;786432;1885461;1699000;2509824
745587,519;301056;114467;325632;1397714;1397715;1397760;1698770;1512182;1723392;186691;186691;786432;1885461;1698873;2509824
745788,642;301056;115141;325632;1397714;1397714;1397760;1698770;1512855;1723392;186705;186705;786432;1885475;1699560;2509824
745845,390;301056;112176;325632;1397714;1397715;1397760;1698770;1509891;1723392;186705;186702;786432;1885475;1696593;2509824
745893,900;301056;111081;325632;1397714;1397715;1397760;1698770;1508796;1723392;186702;186702;786432;1885472;1695498;2509824
745952,499;301056;111813;325632;1397714;1397714;1397760;1698770;1509527;1723392;186702;186702;786432;1885472;1696229;2509824
746689,384;301056;110323;325632;1397714;1397714;1397760;1698770;1508037;1723392;186702;186694;786432;1885472;1694731;2509824
746736,498;301056;112240;325632;1397714;1397685;1397760;1698770;1509925;1723392;186696;186586;786432;1885466;1696511;2509824
